Unnamed: 0,row_index,id,bill_id,cong,bill_type,bill_no,name_full,description,intr_date,intr_month,year,pap_majortopic,pap_subtopic,majortopic,subtopic,filter_plaw,plaw_date,plaw_no,pass_h,pass_s,majority,party,chamber,comment,predicted_label,inference_path
349,349,257325,95-HR-4273,95,HR,4273,Philip M. Phil Crane,A bill to limit the jurisdiction of the Supreme Court and of the district courts in certain cases.,3/2/77,3.0,1977,12,1204,12,1204,0,,0,0.0,0.0,0.0,200.0,1,,12,L2_Heterogeneous_Match
350,350,191549,91-HR-12474,91,HR,12474,"Derwinski, Edward J.","To amend the Communications Act of 1934 so as to prohibit the granting of authority,to broadcast pay television programs",,,1969,17,1707,17,1707,0,,,0.0,0.0,0.0,200.0,1,,17,L2_Heterogeneous_Match
351,351,291639,114-S-2433,114,s,2433,Charles Schumer,A bill to provide Federal support to increase public transportation ridership by college students.,12/18/15,12.0,2015,6,601,6,601,0,,,0.0,0.0,0.0,100.0,1,.,10,L2_Heterogeneous_Match
352,352,215003,92-HR-16528,92,HR,16528,"Wyatt, Wendell",To clarify the meaning of section 357 (c) of the Internal Revenue Code of 1954 with respect to the basis of certain unrealized receivables,,,1972,1,107,1,107,0,,,0.0,0.0,0.0,200.0,1,,1,L2_Heterogeneous_Match
353,353,235255,94-HR-7299,94,HR,7299,Claude Denson Pepper,"A bill to require the Department of Health, Education, and Welfare to establish a rating system for nursing homes participating in Federal programs as a guide to consumers.",5/21/75,5.0,1975,3,334,3,334,0,,0,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
354,354,375934,96-S-950,96,S,950,John Anthony Durkin,"A bill to establish a national goal for the use of renewable energy resources, to establish information and financial initiatives to promote the use of renewable energy resources, and to authorize the use of certain renewable energy resources by the Federal Government.",4/10/79,4.0,1979,8,806,8,806,0,,0,0.0,0.0,1.0,100.0,2,,8,L2_Heterogeneous_Match
355,355,39218,80-HR-1469,80,HR,1469,"Michener, Earl C.",To provide necessary officers and employees for circuit courts of appeals and district courts,,,1947,12,1204,12,1204,0,,,0.0,0.0,1.0,200.0,1,,12,L3_Expert_Consensus
356,356,437587,110-HR-1385,110,HR,1385,James A. Jim McDermott,"To amend the Internal Revenue Code of 1986 to improve and extend certain energy-related tax provisions, and for other purposes.",2003/7/7,3.0,2007,8,800,8,800,0,,0,0.0,0.0,1.0,200.0,1,,8,L2_Heterogeneous_Match
357,357,302116,103-S-924,103,S,924,Donald Wayne Riegle,"A bill to protect home ownership and equity through enhanced disclosure of the risks associated with certain mortgages, and for other purposes.",5/7/93,5.0,1993,15,1504,15,1504,0,,0,0.0,0.0,1.0,100.0,2,,14,L2_Heterogeneous_Match
358,358,416263,110-S-1350,110,S,1350,Judd A. Gregg,A bill to amend title II of the Immigration and Nationality Act to reform the diversity visa program and create a program that awards visas to aliens with an advanced degree.,2005/10/7,5.0,2007,9,900,9,900,0,,0,0.0,0.0,0.0,200.0,2,,9,L2_Heterogeneous_Match
359,359,193730,91-HR-14580,91,HR,14580,"Morgan, Thomas E.","To promote the foreign policy, security, and general welefare of the United States by assisting peoples of the world to achieve economic development within a framework of democratic economic, social, and political institutions, and for other purposes",,,1969,19,1901,19,1901,1,,,1.0,1.0,1.0,100.0,1,,19,L2_Heterogeneous_Match
360,360,448556,111-H-5513,111,HR,5513,Chellie Pingree,"To amend the Outer Continental Shelf Lands Act to require payment of royalty on all oil and gas saved, removed, sold, or discharged under a lease under that Act, and for other purposes.",2006/10/10,6.0,2010,8,803,8,803,0,0000-00-00,,0.0,0.0,1.0,100.0,1,0,8,L2_Heterogeneous_Match
361,361,278831,97-HR-1037,97,HR,1037,Joseph Matthew Gaydos,"A bill to amend the Fair Labor Standards Act of 1938, to require prenotification to affected employees and communities of dislocation of business concerns, to provide assistance (including retraining) to employees who suffer employment loss through the dislocation of business concerns, to business concerns threatened with dislocation, and to affected communities, to prevent Federal support for unjustified dislocation, and for other purposes.",1/22/81,1.0,1981,5,505,5,505,0,,0,0.0,0.0,1.0,100.0,1,,5,L2_Heterogeneous_Match
362,362,111034,86-HR-11564,86,HR,11564,"Burdick, Quentin N.",To promote the utilization-of Indian-owned resources by Indians of the three affiliated tribes of the Fort Berthold Reservation,,,1960,21,2102,21,2102,0,,,0.0,0.0,1.0,100.0,1,,21,L3_Expert_Consensus
363,363,112301,86-HR-12508,86,HR,12508,"Halpern, Seymour",To establish the Department o Urban Affairs and prescribe its functions,,,1960,14,1403,14,1403,0,,,0.0,0.0,0.0,200.0,1,,20,L3_Expert_Consensus
364,364,285860,98-HR-1,98,HR,1,Henry Barbosa Gonzalez,"A bill to amend and extend certain Federal laws that establish housing and community and neighborhood development and preservation programs, and for other purposes.",1/3/83,1.0,1983,14,1401,14,1401,0,,0,1.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
365,365,10942,101-HR-4594,101,HR,4594,John J. LaFalce,"To amend the Real Estate Settlement Procedures Act of 1974 to require notice to a borrower regarding transfer of the servicing of mortgage loan of the borrower, and for other purposes.",4/24/90,4.0,1990,15,1504,15,1504,0,,0,0.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
366,366,293105,100-S-575,100,S,575,Jacob Chic Hecht,"A bill to convey public land to the Catholic Diocese of Reno/Las Vegas, Nevada.",2/19/87,2.0,1987,21,2103,21,2103,0,,0,0.0,1.0,0.0,200.0,2,,21,L2_Heterogeneous_Match
367,367,433159,109-HR-3393,109,HR,3393,Jim R. Ryun,To suspend temporarily the duty on certain work footwear.,7/21/05,7.0,2005,18,1807,18,1807,0,,0,,0.0,1.0,100.0,1,,18,L2_Heterogeneous_Match
368,368,344050,88-S-1242,88,S,1242,"HRUSKA, ROMAN LEE","A bill to reauthorize construction by the Secretary of the Interior of the North Loup division, Nebraska, of the Missouri River Basin project.",,,1963,21,2104,21,2104,0,,,0.0,0.0,0.0,200.0,2,,21,L2_Heterogeneous_Match
369,369,202584,92-HR-3658,92,HR,3658,"Pepper, Claude D.",Conquest of Cancer Act,,,1971,3,398,3,398,0,,,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
370,370,311653,106-S-1036,106,S,1036,Herbert H. Herb Kohl,"A bill to amend parts A and D of title IV of the Social Security Act to give States the option to pass through directly to a family receiving assistance under the temporary assistance to needy families program all child support collected by the State and the option to disregard any child support that the family receives in determining a family's eligibility for, or amount of, assistance under that program.",5/13/99,5.0,1999,12,1208,12,1208,0,,0,0.0,0.0,0.0,100.0,2,,13,L2_Heterogeneous_Match
371,371,1004080,113-HR-4084,113,HR,4084, Alcee L. Hastings,"To amend the Domestic Volunteer Service Act of 1973 to establish a Community Gardens Pilot Program, and for other purposes.",2/25/14,2.0,2014,13,1305,13,1305,0,,,0.0,0.0,0.0,100.0,1,0,13,L2_Heterogeneous_Match
372,372,190716,91-HR-11628,91,HR,11628,"Friedel, Samuel N.",To transfer from the Architect of the Capitol to the Librarian of Congress the authority to purchase official equipment and furniture for the Library of Congress,,,1969,20,2011,20,2011,1,,,1.0,1.0,1.0,100.0,1,,20,L2_Heterogeneous_Match
373,373,442003,110-HR-5801,110,HR,5801,Nicholas V. Nick Lampson,"To provide for direct access to electronic tax return filing, and for other purposes.",4/15/08,4.0,2008,20,2009,20,2009,0,,0,0.0,0.0,1.0,200.0,1,,17,L3_Expert_Consensus
374,374,250829,95-HR-7003,95,HR,7003,Tom Bevill,"A bill to amend section 4941 of the Internal Revenue Code of 1954, and section 101 (1) (2) of the Tax Reform Act of 1969.",5/9/77,5.0,1977,1,107,1,107,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
375,375,91977,85-HR-5395,85,HR,5395,"Rhodes, George M.","To provide equitable compensation for Saturday, Sunday, holiday, and overtime duty in Government service, and for other purposes.",,,1957,20,2004,20,2004,0,,,0.0,0.0,1.0,100.0,1,,20,L2_Heterogeneous_Match
376,376,311987,106-S-2131,106,S,2131,Dianne Feinstein,A bill to suspend temporarily the duty on Rhinovirus Drugs.,3/1/00,3.0,2000,18,1807,18,1807,0,,0,0.0,0.0,0.0,100.0,2,,18,L2_Heterogeneous_Match
377,377,271473,96-HR-199,96,HR,199,Donald Holst Clausen,A bill to amend the National Labor Relations Act to provide that any employee who is a member of a religion or sect historically holding conscientious objection to joining or financially supporting a labor organization shall not be required to do so.,1/15/79,1.0,1979,2,207,2,207,0,,0,0.0,0.0,0.0,200.0,1,,2,L2_Heterogeneous_Match
378,378,218947,93-HR-3941,93,HR,3941,James Colgate Cleveland,"A bill to amend section 4940 of the Internal Revenue Code of 1954 to change the name of the amount imposed thereby on certain investment income from excise tax to service charge, and to reduce such amount from 4 to 1 1/2 percent.",2/7/73,2.0,1973,1,107,1,107,0,,0,0.0,0.0,0.0,200.0,1,,1,L2_Heterogeneous_Match
379,379,2794,100-HR-4498,100,HR,4498,Anthony Lee Coelho,A bill to establish a clear and comprehensive prohibition of discrimination on the basis of handicap.,4/29/88,4.0,1988,2,205,2,205,0,,0,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
380,380,14462,102-HR-2900,102,HR,2900,Henry Barbosa Gonzalez,"To improve supervision and regulation with respect to the financial safety and soundness of the Federal National Mortgage Association, the Federal Home Loan Mortgage Corporation, and the Federal Home Loan Bank System, and for other purposes.",7/16/91,7.0,1991,14,1410,14,1410,0,,0,1.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
381,381,126628,87-HR-12855,87,HR,12855,"Johnson, Lester R.",To amend the Agricultural Adjustment Act of 1938 relating to the lease and transfer of tobacco acreage allotments,,,1962,4,402,4,402,1,,,1.0,1.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
382,382,260957,95-HR-1992,95,HR,1992,Edward Ross Roybal,A bill to ban aerosol cans in commerce unless they conform to safety standards set by the Consumer Product Safety Commission.,1/17/77,1.0,1977,15,1525,15,1525,0,,0,0.0,0.0,1.0,100.0,1,,15,L2_Heterogeneous_Match
383,383,352360,90-S-1460,90,S,1460,"McCarthy, Euge","A bill to amend the Federal Trade Commission Act, to promote quality and price stabilization, to define and restrain certain unfair methods of distribution, and to confirm, doling, and equalize the rights of producers and resellers in the distribution of ",,,1967,15,1520,15,1520,0,,,0.0,0.0,1.0,100.0,2,,15,L2_Heterogeneous_Match
384,384,426445,108-HR-2110,108,HR,2110,David Vitter,"To give priority funding for DNA Backlog Elimination and Self Defense training, prioritizing for States and municipalities that are in the midst of combating a serial killer.",5/14/03,5.0,2003,12,1202,12,1202,0,,0,0.0,0.0,1.0,200.0,1,,12,L2_Heterogeneous_Match
385,385,264360,96-HR-2179,96,HR,2179,Richard Andrew Dick Gephardt,A bill to amend the Internal Revenue Code of 1954 to treat as public charities certain organizations which operate libraries.,2/15/79,2.0,1979,6,607,6,607,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
386,386,6492,101-HR-1371,101,HR,1371,Michael Allen Andrews,To establish a series of seven Presidential primaries at which the public may express its preference for the nomination of an individual for election to the office of President of the United States.,3/13/89,3.0,1989,20,2012,20,2012,0,,0,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
387,387,156273,89-HR-16661,89,HR,16661,"Morris, Thomas G.","To protect the domestic economy, to promote the general welfare, and to assist in the national defense by providing for an adequate supply of lead and zinc for consumption in the United States from domestic and foreign sources, and for other purposes",,,1966,16,1604,16,1604,0,,,0.0,0.0,1.0,100.0,1,,16,HITL_Manual
388,388,235272,94-HR-10817,94,HR,10817,William Aloysius Barrett,A bill to amend subsection 167 (k) of the Internal Revenue Code to promote the rehabilitation of housing for families of low income.,11/19/75,11.0,1975,14,1406,14,1406,0,,0,0.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
389,389,354390,90-S-3451,90,S,3451,"Holland, Spess",A bill relating to the recognition of Vincent J. Burnelli for his contributions to tae growth of aeronautical science and technology in the United States.,,,1968,17,1701,17,1701,0,,,0.0,0.0,1.0,100.0,2,,17,L2_Heterogeneous_Match
390,390,129788,88-HR-2544,88,HR,2544,"Tollefson, Thor C.",To provide that railroad employees may retire on a full annuity at age 60 or after serving 30 years to provide that such annuity for any month shall be not less than one-half of the individuals average monthly compensation for the 5 years of highest earni,,,1963,5,503,5,503,0,,,0.0,0.0,0.0,200.0,1,,5,L2_Heterogeneous_Match
391,391,42955,80-HR-4767,80,HR,4767,Bartlett,To provide additional compensation for employees of the Federal Government and of the government of the District of Columbia,,,1947,20,2004,20,2004,0,,,0.0,0.0,,,1,,20,L2_Heterogeneous_Match
392,392,245702,94-HR-15238,94,HR,15238,"Holland, Kenneth L.",A bill to require the Federal Communications Commission to increase the channels available for use in the citizens radio service.,8/24/76,8.0,1976,17,1707,17,1707,0,,0,0.0,0.0,1.0,100.0,1,,17,L2_Heterogeneous_Match
393,393,87761,85-HR-1098,85,HR,1098,"Dawson, William L.","To prohibit discrimination in employment because of race, color, religion, national origin, or ancestry",,,1957,2,201,2,201,0,,,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
394,394,1912,100-HR-2833,100,HR,2833,H. James Jim Saxton,A bill to amend title XVIII of the Social Security Act to assist medicare beneficiaries in understanding their enrollment in health maintenance organizations and competitive medical plans.,6/29/87,6.0,1987,3,301,3,301,0,,0,0.0,0.0,0.0,200.0,1,,3,L2_Heterogeneous_Match
395,395,157538,89-HR-17484,89,HR,17484,"Willis, Edwin E.","To amend the Internal Security Act of 1950, and for other purposes",,,1966,2,209,2,209,0,,,0.0,0.0,1.0,100.0,1,,12,L2_Heterogeneous_Match
396,396,215144,92-HR-15921,92,HR,15921,"Slack, John M. Jr.","To provide for the establishment of .projects for the dental health of children, to increase the number of dental auxiliaries, to increase the availability of dental care through efficient use. of dental personnel and for other purposes",,,1972,13,1304,13,1304,0,,,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
397,397,127682,88-HR-435,88,HR,435,"Zablocki, Clement J.",To amend title II of the Social Security Act to provide that full benefits (when based upon the attainment of retirement age) will be payable to men at age 60 and to women at age 60,,,1963,13,1303,13,1303,0,,,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
398,398,289284,99-HR-1042,99,HR,1042,Bernard James Dwyer,A bill to grant a Federal charter to the Pearl Harbor Survivors Association.,2/7/85,2.0,1985,16,1619,16,1619,1,10/7/85,99-119,1.0,1.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
399,399,423715,106-HR-5061,106,HR,5061,Bill McCollum,To provide for the appointment of a guardian ad litem to protect the interests under Federal immigration law of certain alien minor children present in the United States without a parent or other legal guardian.,7/27/00,7.0,2000,9,900,9,900,0,,0,0.0,0.0,1.0,200.0,1,,9,L2_Heterogeneous_Match
400,400,131711,88-HR-4401,88,HR,4401,"Riehlman, R. Walter","To amend the Internal Revenue Code to assist small and independent business, and for other purposes",,,1963,15,1521,15,1521,0,,,0.0,0.0,0.0,200.0,1,,15,L3_Expert_Consensus
401,401,70310,83-HR-6794,83,HR,6794,"Multer, Abraham J.",To permit in certain cases minor children under 16 years of age who are to be adopted in the United States to enter the United States as nonquota immigrants,,,1953,9,900,9,900,0,,,0.0,0.0,0.0,100.0,1,,9,L2_Heterogeneous_Match
402,402,248447,94-HR-5863,94,HR,5863,Donald Daniel Clancy,A bill to amend the Truth in Lending Act to prohibit discrimination on account of age in credit card transactions.,4/10/75,4.0,1975,2,204,2,204,0,,0,0.0,0.0,0.0,200.0,1,,2,L2_Heterogeneous_Match
